genome,A_V,B_V,c_V,V_with_c,V_two_cats,V_one_cat
GB_GCA_900547135.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547165.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547185.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_900547205.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547295.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_900547305.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547315.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547385.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547435.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547445.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547455.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547475.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547565.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547615.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547625.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547685.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900547725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547735.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900547745.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547945.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900547975.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548005.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548115.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548135.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548155.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548175.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548215.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548225.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900548285.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548305.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548315.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548345.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548355.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548385.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900548415.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548455.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548465.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900548505.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548545.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548735.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548845.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900548875.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_900548905.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549015.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549045.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900549055.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549105.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549155.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549225.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549235.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900549305.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549395.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549405.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549415.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900549475.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_900549485.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549545.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_900549565.1,3.0,3.0,2.0,2.0,3.0,3.0
GB_GCA_900549585.1,1.0,0.0,0.0,0.0,0.0,1.0
GB_GCA_900549645.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549675.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900549755.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_900549775.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900549825.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900549865.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549885.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900549945.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549955.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900549995.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900550005.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550065.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900550095.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900550135.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900550165.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_900550235.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550315.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550335.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550345.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900550375.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900550465.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550505.1,1.0,0.0,0.0,0.0,0.0,1.0
GB_GCA_900550525.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_900550585.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550615.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550625.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550685.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550695.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550705.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550775.1,3.0,2.0,2.0,2.0,2.0,3.0
GB_GCA_900550855.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550865.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900550905.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550915.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550925.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550935.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900550975.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551065.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_900551095.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551135.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551145.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551225.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900551245.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551295.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900551325.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551355.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_900551415.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551425.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900551445.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551465.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551505.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551535.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551645.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551715.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551775.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_900551885.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900551995.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900552015.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900552095.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900552115.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900552125.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900552225.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_900552255.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900552265.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900552275.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900552285.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_900552305.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_900552375.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900552405.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_900552415.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900552455.1,0.0,0.0,2.0,0.0,0.0,0.0
GB_GCA_900552465.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900552475.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900552605.1,1.0,2.0,2.0,1.0,1.0,2.0
GB_GCA_900552625.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900552725.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900552845.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900552925.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_900552945.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900552955.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900552985.1,2.0,1.0,2.0,1.0,1.0,2.0
GB_GCA_900553005.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900553025.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900553085.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900553115.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_900553125.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900553135.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900553175.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_900553225.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900553245.1,0.0,0.0,2.0,0.0,0.0,0.0
GB_GCA_900553255.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900553295.1,0.0,1.0,0.0,0.0,0.0,1.0
GB_GCA_900553315.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_900553355.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900553515.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900553525.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900553635.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900553645.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900553715.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900553825.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900553885.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900553995.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_900554085.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900554145.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900554165.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900554175.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900554225.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900554275.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900554285.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900554335.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900554425.1,0.0,2.0,1.0,0.0,0.0,2.0
GB_GCA_900554435.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_900554485.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_900554525.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900554535.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900554555.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900554775.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900554855.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_900554935.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900554975.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_900554995.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900555025.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900555045.1,1.0,2.0,2.0,1.0,1.0,2.0
GB_GCA_900555065.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_900555085.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900555125.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900555195.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_900555215.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900555295.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900555345.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_900555375.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900555435.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900555455.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900555525.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_900555545.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900555605.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_900555625.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900555635.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900555705.1,3.0,2.0,2.0,2.0,2.0,3.0
GB_GCA_900555725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900555735.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900555785.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_900555795.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900555805.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_900555905.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_900555925.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900556015.1,0.0,1.0,0.0,0.0,0.0,1.0
GB_GCA_900556055.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900556095.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_900556145.1,1.0,2.0,0.0,0.0,1.0,2.0
GB_GCA_900556195.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900556345.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900556525.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900556535.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900556575.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900556625.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900556635.1,0.0,1.0,0.0,0.0,0.0,1.0
GB_GCA_900556665.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900556765.1,2.0,3.0,2.0,2.0,2.0,3.0
GB_GCA_900556835.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900556865.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900556905.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900556925.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_900556965.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900557085.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_900557155.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900557195.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900557355.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_900557385.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900557415.1,0.0,1.0,0.0,0.0,0.0,1.0
GB_GCA_900557435.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900661335.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900696595.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900696655.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900751035.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_900752075.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900752305.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900752445.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900752785.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900753715.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900753905.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900754515.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_900754605.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900754965.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900755085.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900755095.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900756035.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900756495.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900756575.1,3.0,3.0,2.0,2.0,3.0,3.0
GB_GCA_900756715.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900756925.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900757415.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900757655.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_900757695.1,2.0,2.0,5.0,2.0,2.0,2.0
GB_GCA_900758315.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900758955.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_900759385.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900759925.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900759995.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900760205.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_900760455.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900760525.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900760675.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900761235.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900761275.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900761435.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900761485.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900761785.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900762515.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900762525.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900762665.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900763675.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900763705.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900763995.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900764565.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900764725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900764755.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900765525.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900765785.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900765805.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900766005.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900766145.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900766185.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900766215.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_900766315.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900766505.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900766655.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900766785.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900767685.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_900768015.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900768045.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900768115.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900768135.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900769405.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900769445.1,3.0,2.0,1.0,1.0,2.0,3.0
GB_GCA_900769525.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_900769625.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900769745.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_900770265.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900770295.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_900770445.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900770585.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900770635.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_900770805.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_900770835.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_900770845.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_900772695.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_900772725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902373415.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902373455.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902373515.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902373635.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902384455.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_902384525.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902384555.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902384585.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902384675.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902384685.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902384795.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902384935.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902385045.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902385515.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902386085.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_902386115.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902386135.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902386205.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902386255.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902386385.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902386535.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902386555.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902388225.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902388365.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902388455.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902388495.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902388705.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902388735.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902406105.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902406135.1,0.0,1.0,0.0,0.0,0.0,1.0
GB_GCA_902511005.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902512865.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902514275.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902514485.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_902518475.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902519235.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902520485.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902520595.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902521995.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902525075.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902525585.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902527105.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902529885.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902531985.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902533295.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902534675.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902535025.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902535175.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902535185.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902536455.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902536725.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902536775.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902537275.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902538225.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902538515.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902542595.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902552015.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902558895.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902560445.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902563335.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902564235.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902564695.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902566725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902570945.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902571795.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902572065.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902572075.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902572395.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902572825.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902573045.1,0.0,0.0,1.0,0.0,0.0,0.0
